Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438270692502,1438270704270,11768,True,
1,count at DataValidators.scala:38,,800,1438270704577,1438271134339,429762,True,
2,count at GradientDescent.scala:161,,800,1438271134422,1438271150446,16024,True,
3,treeAggregate at GradientDescent.scala:189,,800,1438271151750,1438271168770,17020,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1438271168783,1438271169359,576,True,
5,treeAggregate at GradientDescent.scala:189,,800,1438271169462,1438271185205,15743,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1438271185210,1438271185449,239,True,
7,treeAggregate at GradientDescent.scala:189,,800,1438271185507,1438271201109,15602,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1438271201118,1438271201303,185,True,
9,mean at LogisticRegressionApp.java:93,,800,1438271201400,1438271224691,23291,True,
