Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440719044111,1440719057375,13264,True,
1,count at DataValidators.scala:38,,2400,1440719057943,1440720882029,1824086,True,
2,count at GradientDescent.scala:161,,2400,1440720882183,1440721026265,144082,True,
3,treeAggregate at GradientDescent.scala:189,,2400,1440721027494,1440721174989,147495,True,
4,treeAggregate at GradientDescent.scala:189,3,48,1440721175004,1440721176245,1241,True,
5,treeAggregate at GradientDescent.scala:189,,2400,1440721176420,1440721356561,180141,True,
6,treeAggregate at GradientDescent.scala:189,5,48,1440721356571,1440721357278,707,True,
7,treeAggregate at GradientDescent.scala:189,,2400,1440721357395,1440721502255,144860,True,
8,treeAggregate at GradientDescent.scala:189,7,48,1440721502262,1440721503053,791,True,
9,mean at LogisticRegressionApp.java:93,,2400,1440721503195,1440721653462,150267,True,
