Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440618820183,1440618838677,18494,True,
1,count at DataValidators.scala:38,,2400,1440618839279,1440623714607,4875328,True,
2,count at GradientDescent.scala:161,,2400,1440623714818,1440624143241,428423,True,
3,treeAggregate at GradientDescent.scala:189,,2400,1440624145768,1440624539394,393626,True,
4,treeAggregate at GradientDescent.scala:189,3,48,1440624539413,1440624541007,1594,True,
5,treeAggregate at GradientDescent.scala:189,,2400,1440624541201,1440624956904,415703,True,
6,treeAggregate at GradientDescent.scala:189,5,48,1440624956912,1440624957905,993,True,
7,treeAggregate at GradientDescent.scala:189,,2400,1440624958048,1440625375081,417033,True,
8,treeAggregate at GradientDescent.scala:189,7,48,1440625375090,1440625376052,962,True,
9,mean at LogisticRegressionApp.java:93,,2400,1440625376195,1440625779073,402878,True,
