Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1438284339911,1438284354926,15015,0,0,0,
1,1438284355015,1438285149351,794336,1,1,1,
2,1438285149369,1438285210451,61082,2,2,2,
3,1438285211465,1438285281924,70459,3 4,4,3,
4,1438285281955,1438285344182,62227,5 6,6,5,
5,1438285344205,1438285406305,62100,7 8,8,7,
6,1438285406411,1438285480495,74084,9,9,9,
