Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440164709070,1440164713668,4598,True,
1,count at DataValidators.scala:38,,800,1440164713951,1440164855040,141089,True,
2,count at GradientDescent.scala:161,,800,1440164855121,1440164856281,1160,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440164857954,1440164860828,2874,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440164860843,1440164861256,413,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440164861344,1440164862847,1503,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440164862853,1440164863036,183,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440164863097,1440164864536,1439,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440164864541,1440164864673,132,True,
9,mean at LogisticRegressionApp.java:93,,800,1440164864722,1440164867274,2552,True,
