Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,15250,15355,105,0.6838163
1,901248,901629,381,0.04225685
2,202174,202367,193,0.095371276
3,200809,200922,113,0.05624073
4,193166,193236,70,0.036225133
5,193947,193996,49,0.025258254
