Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440707560746,1440707574071,13325,True,
1,count at DataValidators.scala:38,,1600,1440707574521,1440709001392,1426871,True,
2,count at GradientDescent.scala:161,,1600,1440709001507,1440709137196,135689,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1440709138453,1440709261668,123215,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1440709261683,1440709262879,1196,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1440709263019,1440709367522,104503,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1440709367528,1440709368295,767,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1440709368377,1440709490631,122254,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1440709490638,1440709491206,568,True,
9,mean at LogisticRegressionApp.java:93,,1600,1440709491308,1440709602796,111488,True,
