Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438278328060,1438278341617,13557,True,
1,count at DataValidators.scala:38,,1600,1438278342073,1438278996320,654247,True,
2,count at GradientDescent.scala:161,,1600,1438278996434,1438279040904,44470,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1438279042126,1438279094586,52460,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1438279094602,1438279095629,1027,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1438279095817,1438279142678,46861,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1438279142684,1438279143125,441,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1438279143207,1438279188893,45686,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1438279188901,1438279189462,561,True,
9,mean at LogisticRegressionApp.java:93,,1600,1438279189634,1438279236522,46888,True,
