Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,13557,13657,100,0.73222524
1,654247,654640,393,0.060032994
2,44470,44568,98,0.2198887
3,53487,53655,168,0.31311154
4,47302,47472,170,0.35810584
5,46247,46314,67,0.14466467
6,46888,46998,110,0.23405251
