Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1438278327965,1438278341622,13657,0,0,0,
1,1438278341680,1438278996320,654640,1,1,1,
2,1438278996336,1438279040904,44568,2,2,2,
3,1438279041974,1438279095629,53655,3 4,4,3,
4,1438279095654,1438279143126,47472,5 6,6,5,
5,1438279143148,1438279189462,46314,7 8,8,7,
6,1438279189524,1438279236522,46998,9,9,9,
