Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,168738,168901,163,0.09650624
1,596222,596524,302,0.05062663
2,1331648,1331756,108,0.008109594
3,818656,818758,102,0.012457893
4,651742,651854,112,0.017181762
5,271188,271294,106,0.039072003
