Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438269126940,1438269137893,10953,True,
1,count at DataValidators.scala:38,,800,1438269138183,1438269521903,383720,True,
2,count at GradientDescent.scala:161,,800,1438269521977,1438269530417,8440,True,
3,treeAggregate at GradientDescent.scala:189,,800,1438269531382,1438269544524,13142,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1438269544539,1438269545137,598,True,
5,treeAggregate at GradientDescent.scala:189,,800,1438269545237,1438269554739,9502,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1438269554747,1438269554929,182,True,
7,treeAggregate at GradientDescent.scala:189,,800,1438269554990,1438269564413,9423,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1438269564418,1438269564587,169,True,
9,mean at LogisticRegressionApp.java:93,,800,1438269564643,1438269577662,13019,True,
