Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1440195983006,1440195998037,15031,0,0,0,
1,1440195998097,1440197411171,1413074,1,1,1,
2,1440197411189,1440197568466,157277,2,2,2,
3,1440197569493,1440197685537,116044,3 4,4,3,
4,1440197685565,1440197800532,114967,5 6,6,5,
5,1440197800556,1440197915265,114709,7 8,8,7,
6,1440197915328,1440198034125,118797,9,9,9,
