Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1437602487678,1437602503594,15916,0,0,0,
1,1437602503671,1437603023815,520144,1,1,1,
2,1437603024896,1437603158973,134077,2 3,3,2,
3,1437603159002,1437603265201,106199,5 4,5,4,
4,1437603265226,1437603370578,105352,6 7,7,6,
5,1437603370622,1437603471420,100798,8,8,8,
