Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438348696486,1438348711286,14800,True,
1,count at DataValidators.scala:38,,2400,1438348711897,1438350196511,1484614,True,
2,count at GradientDescent.scala:161,,2400,1438350196664,1438350344109,147445,True,
3,treeAggregate at GradientDescent.scala:189,,2400,1438350345719,1438350503217,157498,True,
4,treeAggregate at GradientDescent.scala:189,3,48,1438350503231,1438350504735,1504,True,
5,treeAggregate at GradientDescent.scala:189,,2400,1438350504905,1438350674821,169916,True,
6,treeAggregate at GradientDescent.scala:189,5,48,1438350674833,1438350675538,705,True,
7,treeAggregate at GradientDescent.scala:189,,2400,1438350675653,1438350829887,154234,True,
8,treeAggregate at GradientDescent.scala:189,7,48,1438350829894,1438350830593,699,True,
9,mean at LogisticRegressionApp.java:93,,2400,1438350830729,1438350992769,162040,True,
