Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,15142,15265,123,0.80576485
1,1382960,1383347,387,0.027975626
2,112646,112747,101,0.089581095
3,105047,105231,184,0.17485341
4,110224,110331,107,0.0969809
5,104022,104090,68,0.065328084
6,119570,119620,50,0.041799027
