Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,16773,16871,98,0.58087844
1,979720,979959,239,0.024388775
2,63463,63524,61,0.096026696
3,68054,68176,122,0.17894861
4,65590,65674,84,0.1279045
5,86503,86560,57,0.06585027
6,86267,86299,32,0.037080385
