Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438311891901,1438311907325,15424,True,
1,count at DataValidators.scala:38,,1600,1438311907806,1438313113850,1206044,True,
2,count at GradientDescent.scala:161,,1600,1438313113965,1438313227608,113643,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1438313228818,1438313368276,139458,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1438313368292,1438313369449,1157,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1438313369593,1438313492069,122476,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1438313492075,1438313492616,541,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1438313492693,1438313609702,117009,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1438313609709,1438313610184,475,True,
9,mean at LogisticRegressionApp.java:93,,1600,1438313610294,1438313727972,117678,True,
