Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1438311891793,1438311907330,15537,0,0,0,
1,1438311907405,1438313113851,1206446,1,1,1,
2,1438313113867,1438313227608,113741,2,2,2,
3,1438313228659,1438313369449,140790,3 4,4,3,
4,1438313369476,1438313492616,123140,5 6,6,5,
5,1438313492639,1438313610185,117546,7 8,8,7,
6,1438313610249,1438313727972,117723,9,9,9,
