Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1437605533448,1437605548352,14904,0,0,0,
1,1437605548414,1437606147251,598837,1,1,1,
2,1437606148489,1437606278218,129729,2 3,3,2,
3,1437606278245,1437606399127,120882,5 4,5,4,
4,1437606399153,1437606510645,111492,6 7,7,6,
5,1437606510681,1437606632706,122025,8,8,8,
