Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1436922396641,1436922409272,12631,0,0,0,
1,1436922409352,1436922750512,341160,1,1,1,
2,1436922751641,1436922808848,57207,2 3,3,2,
3,1436922808876,1436922851457,42581,5 4,5,4,
4,1436922851485,1436922894017,42532,6 7,7,6,
5,1436922894044,1436922938560,44516,8,8,8,
