Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1438265516300,1438265522940,6640,0,0,0,
1,1438265522971,1438265677186,154215,1,1,1,
2,1438265677201,1438265678247,1046,2,2,2,
3,1438265679351,1438265681921,2570,3 4,4,3,
4,1438265681950,1438265683424,1474,5 6,6,5,
5,1438265683447,1438265684843,1396,7 8,8,7,
6,1438265684868,1438265687259,2391,9,9,9,
