Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,6561,6640,79,1.189759
1,153978,154215,237,0.15368155
2,987,1046,59,5.6405354
3,2459,2570,111,4.319066
4,1401,1474,73,4.95251
5,1355,1396,41,2.9369628
6,2365,2391,26,1.0874112
