Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440185251181,1440185266198,15017,True,
1,count at DataValidators.scala:38,,800,1440185266520,1440186565232,1298712,True,
2,count at GradientDescent.scala:161,,800,1440186565307,1440186654355,89048,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440186655473,1440186742697,87224,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440186742714,1440186743750,1036,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440186743857,1440186837234,93377,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440186837242,1440186837752,510,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440186837833,1440186936006,98173,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440186936012,1440186936658,646,True,
9,mean at LogisticRegressionApp.java:93,,800,1440186936744,1440187027599,90855,True,
