Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,108089,108250,161,0.1487298
1,407720,408015,295,0.07230126
2,921653,921769,116,0.012584498
3,566672,566785,113,0.019937012
4,435727,435852,125,0.028679458
5,174667,174762,95,0.054359645
