Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1438264923312,1438264928311,4999,0,0,0,
1,1438264928362,1438265012092,83730,1,1,1,
2,1438265012109,1438265013161,1052,2,2,2,
3,1438265014015,1438265016324,2309,3 4,4,3,
4,1438265016351,1438265017741,1390,5 6,6,5,
5,1438265017764,1438265018896,1132,7 8,8,7,
6,1438265018921,1438265020476,1555,9,9,9,
