Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440176988234,1440177000247,12013,True,
1,count at DataValidators.scala:38,,800,1440177000588,1440177929872,929284,True,
2,count at GradientDescent.scala:161,,800,1440177929954,1440177990265,60311,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440177991482,1440178072059,80577,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440178072075,1440178072987,912,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440178073096,1440178145455,72359,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440178145461,1440178145828,367,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440178145912,1440178210288,64376,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440178210294,1440178210687,393,True,
9,mean at LogisticRegressionApp.java:93,,800,1440178210743,1440178278892,68149,True,
