Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1440176988150,1440177000253,12103,0,0,0,
1,1440177000342,1440177929873,929531,1,1,1,
2,1440177929888,1440177990265,60377,2,2,2,
3,1440177991378,1440178072987,81609,3 4,4,3,
4,1440178073014,1440178145828,72814,5 6,6,5,
5,1440178145853,1440178210688,64835,7 8,8,7,
6,1440178210713,1440178278892,68179,9,9,9,
