Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438302146288,1438302161483,15195,True,
1,count at DataValidators.scala:38,,1600,1438302161959,1438303230538,1068579,True,
2,count at GradientDescent.scala:161,,1600,1438303230663,1438303335895,105232,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1438303337171,1438303438315,101144,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1438303438331,1438303439589,1258,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1438303439719,1438303539505,99786,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1438303539515,1438303540072,557,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1438303540159,1438303634106,93947,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1438303634112,1438303634603,491,True,
9,mean at LogisticRegressionApp.java:93,,1600,1438303634723,1438303731063,96340,True,
