Stage ID,RDD ID,Name,Scope,Parent IDs,Use ExternalBlockStore,Deserialized,Use Memory,Use Disk,Replication,Number of Partitions,ExternalBlockStore Size,RddID,Memory Size,Number of Cached Partitions,Use Memory,Use Disk,Disk Size,Memory,Disk,
17,29,ShuffledRDD,22 partitionBy ,28,false,false,false,false,1,1200,0,null,null,null,null,null,null,false,false,
19,51,MapPartitionsRDD,61 map ,49,false,false,false,false,1,1200,0,null,null,null,null,null,null,false,false,
19,29,ShuffledRDD,22 partitionBy ,28,false,false,false,false,1,1200,0,null,null,null,null,null,null,false,false,
32,29,ShuffledRDD,22 partitionBy ,28,false,false,false,false,1,1200,0,null,null,null,null,null,null,false,false,
40,29,ShuffledRDD,22 partitionBy ,28,false,false,false,false,1,1200,0,null,null,null,null,null,null,false,false,
42,29,ShuffledRDD,22 partitionBy ,28,false,false,false,false,1,1200,0,null,null,null,null,null,null,false,false,
65,29,ShuffledRDD,22 partitionBy ,28,false,false,false,false,1,1200,0,null,null,null,null,null,null,false,false,
76,29,ShuffledRDD,22 partitionBy ,28,false,false,false,false,1,1200,0,null,null,null,null,null,null,false,false,
78,29,ShuffledRDD,22 partitionBy ,28,false,false,false,false,1,1200,0,null,null,null,null,null,null,false,false,
114,29,ShuffledRDD,22 partitionBy ,28,false,false,false,false,1,1200,0,null,null,null,null,null,null,false,false,
128,29,ShuffledRDD,22 partitionBy ,28,false,false,false,false,1,1200,0,null,null,null,null,null,null,false,false,
130,29,ShuffledRDD,22 partitionBy ,28,false,false,false,false,1,1200,0,null,null,null,null,null,null,false,false,
6,32,MapPartitionsRDD,24 map ,30,false,false,false,false,1,1200,0,null,null,null,null,null,null,false,false,
65,75,VertexRDD,119 zipPartitions ,54 73,false,false,false,false,1,1200,0,null,null,null,null,null,null,false,false,
128,100,ReplicatedVertexView.withActiveSet - shippedActives (broadcast),157 mapPartitions ,90,false,false,false,false,1,1200,0,null,null,null,null,null,null,false,false,
41,63,ShuffledRDD,90 partitionBy ,62,false,false,false,false,1,1200,0,null,null,null,null,null,null,false,false,
78,87,VertexRDD,128 zipPartitions ,73 86,false,true,true,false,1,1200,0,87,5536231552,2416,true,true,2662838500,true,true,
114,87,VertexRDD,128 zipPartitions ,73 86,false,true,true,true,1,1200,0,87,5536231552,2416,true,true,2662838500,true,true,
128,87,VertexRDD,128 zipPartitions ,73 86,false,true,true,true,1,1200,0,87,5536231552,2416,true,true,2662838500,true,true,
130,87,VertexRDD,128 zipPartitions ,73 86,false,true,true,true,1,1200,0,87,5536231552,2416,true,true,2662838500,true,true,
18,44,ShuffledRDD,56 partitionBy ,43,false,false,false,false,1,1200,0,null,null,null,null,null,null,false,false,
2,16,VertexRDD,13 mapPartitions ,12,false,true,true,false,1,1200,0,16,5534954752,3154,true,true,4303716675,true,true,
4,16,VertexRDD,13 mapPartitions ,12,false,true,true,true,1,1200,0,16,5534954752,3154,true,true,4303716675,true,true,
6,16,VertexRDD,13 mapPartitions ,12,false,true,true,true,1,1200,0,16,5534954752,3154,true,true,4303716675,true,true,
12,16,VertexRDD,13 mapPartitions ,12,false,true,true,true,1,1200,0,16,5534954752,3154,true,true,4303716675,true,true,
17,16,VertexRDD,13 mapPartitions ,12,false,true,true,true,1,1200,0,16,5534954752,3154,true,true,4303716675,true,true,
19,16,VertexRDD,13 mapPartitions ,12,false,true,true,true,1,1200,0,16,5534954752,3154,true,true,4303716675,true,true,
32,16,VertexRDD,13 mapPartitions ,12,false,false,false,false,1,1200,0,16,5534954752,3154,true,true,4303716675,true,true,
40,16,VertexRDD,13 mapPartitions ,12,false,false,false,false,1,1200,0,16,5534954752,3154,true,true,4303716675,true,true,
42,16,VertexRDD,13 mapPartitions ,12,false,false,false,false,1,1200,0,16,5534954752,3154,true,true,4303716675,true,true,
65,16,VertexRDD,13 mapPartitions ,12,false,false,false,false,1,1200,0,16,5534954752,3154,true,true,4303716675,true,true,
76,16,VertexRDD,13 mapPartitions ,12,false,false,false,false,1,1200,0,16,5534954752,3154,true,true,4303716675,true,true,
78,86,ShuffledRDD,127 partitionBy ,85,false,false,false,false,1,1200,0,null,null,null,null,null,null,false,false,
78,16,VertexRDD,13 mapPartitions ,12,false,false,false,false,1,1200,0,16,5534954752,3154,true,true,4303716675,true,true,
114,86,ShuffledRDD,127 partitionBy ,85,false,false,false,false,1,1200,0,null,null,null,null,null,null,false,false,
114,16,VertexRDD,13 mapPartitions ,12,false,false,false,false,1,1200,0,16,5534954752,3154,true,true,4303716675,true,true,
128,86,ShuffledRDD,127 partitionBy ,85,false,false,false,false,1,1200,0,null,null,null,null,null,null,false,false,
128,16,VertexRDD,13 mapPartitions ,12,false,false,false,false,1,1200,0,16,5534954752,3154,true,true,4303716675,true,true,
130,86,ShuffledRDD,127 partitionBy ,85,false,false,false,false,1,1200,0,null,null,null,null,null,null,false,false,
130,16,VertexRDD,13 mapPartitions ,12,false,false,false,false,1,1200,0,16,5534954752,3154,true,true,4303716675,true,true,
32,56,VertexRDD,85 zipPartitions ,35 54,false,false,false,false,1,1200,0,null,null,null,null,null,null,false,false,
