Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440603274370,1440603287848,13478,True,
1,count at DataValidators.scala:38,,2400,1440603289504,1440607689938,4400434,True,
2,count at GradientDescent.scala:161,,2400,1440607690170,1440608107948,417778,True,
3,treeAggregate at GradientDescent.scala:189,,2400,1440608109238,1440608459273,350035,True,
4,treeAggregate at GradientDescent.scala:189,3,48,1440608459290,1440608460863,1573,True,
5,treeAggregate at GradientDescent.scala:189,,2400,1440608461047,1440608835069,374022,True,
6,treeAggregate at GradientDescent.scala:189,5,48,1440608835077,1440608835944,867,True,
7,treeAggregate at GradientDescent.scala:189,,2400,1440608836073,1440609182678,346605,True,
8,treeAggregate at GradientDescent.scala:189,7,48,1440609182687,1440609183592,905,True,
9,mean at LogisticRegressionApp.java:93,,2400,1440609183763,1440609566607,382844,True,
