Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440175270254,1440175281241,10987,True,
1,count at DataValidators.scala:38,,800,1440175281590,1440176118693,837103,True,
2,count at GradientDescent.scala:161,,800,1440176118771,1440176171773,53002,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440176172864,1440176229272,56408,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440176229288,1440176230223,935,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440176230321,1440176285901,55580,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440176285907,1440176286185,278,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440176286265,1440176341316,55051,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440176341322,1440176341626,304,True,
9,mean at LogisticRegressionApp.java:93,,800,1440176341678,1440176402343,60665,True,
