Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,136105,136252,147,0.10788833
1,501764,502048,284,0.056568295
2,1066864,1066982,118,0.011059231
3,667866,667981,115,0.017216058
4,556431,556548,117,0.021022446
5,231120,231219,99,0.04281655
