Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440168555624,1440168564714,9090,True,
1,count at DataValidators.scala:38,,800,1440168565000,1440169089941,524941,True,
2,count at GradientDescent.scala:161,,800,1440169090031,1440169115268,25237,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440169116497,1440169144613,28116,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440169144630,1440169145502,872,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440169145608,1440169172257,26649,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440169172263,1440169172528,265,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440169172593,1440169199841,27248,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440169199846,1440169200060,214,True,
9,mean at LogisticRegressionApp.java:93,,800,1440169200113,1440169230034,29921,True,
