Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,14300,14421,121,0.8390541
1,1034508,1034908,400,0.038650777
2,93111,93210,99,0.106211774
3,97359,97537,178,0.18249485
4,101998,102125,127,0.12435741
5,99480,99538,58,0.058269203
6,99117,99159,42,0.042356215
