Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,15290,15382,92,0.5981017
1,430648,430873,225,0.052219566
2,76986,77106,120,0.15562992
3,73636,73736,100,0.13561895
4,72722,72786,64,0.087928995
5,84360,84390,30,0.035549235
