id,stageID,executorID,host,type,executionTime,finishTime,gettingResultTime,startTime,executorRunTime,executorDeserializerTime,resultSerializationTime,shuffleWriteTime,GCTime,resultSize,memoryBytesSpilled,diskBytesSpilled,shuffleBytesWritten,shuffleRecordsWritten,dataReadMethod,bytesRead,recordsRead,shuffleRemoteBlocksFetched,shuffleLocalBlocksFetched,shuffleFetchWaitTime,shuffleRemoteBytesRead,shuffleLocalBytesRead,shuffleTotalRecordsRead,
1243,2,2,9.12.247.200,ShuffleMapTask,4448,1436924777501,0,1436924773053,4437,4,0,75303,80,1957,0,0,97,1,Disk,159374925,1180555,null,null,null,null,null,null,
1443,3,8,9.12.247.250,ResultTask,644,1436924820466,0,1436924819822,461,169,0,null,0,937,0,0,null,null,null,null,null,25,3,87,2425,291,28,
1643,4,4,9.12.247.208,ShuffleMapTask,147,1436924821678,0,1436924821531,136,3,0,85420,0,1957,0,0,97,1,Memory,108606240,1180555,null,null,null,null,null,null,
1844,4,2,9.12.247.200,ShuffleMapTask,5103,1436924836400,0,1436924831297,5093,5,0,78537,74,1957,0,0,97,1,Disk,159374925,1180555,null,null,null,null,null,null,
2044,4,3,9.12.247.192,ShuffleMapTask,4668,1436924858786,0,1436924854118,4657,3,0,96615,35,1957,0,0,97,1,Disk,159374925,1180555,null,null,null,null,null,null,
2244,6,6,9.12.247.202,ShuffleMapTask,179,1436924894589,0,1436924894410,153,16,0,89608,0,1957,0,0,97,1,Memory,108606240,1180555,null,null,null,null,null,null,
2444,6,4,9.12.247.208,ShuffleMapTask,240,1436924895653,0,1436924895413,232,2,0,70352,27,1957,0,0,97,1,Memory,108606240,1180555,null,null,null,null,null,null,
2644,6,8,9.12.247.250,ShuffleMapTask,4385,1436924915631,0,1436924911246,4378,2,0,8138197,151,1957,0,0,97,1,Disk,159374925,1180555,null,null,null,null,null,null,
2844,6,8,9.12.247.250,ShuffleMapTask,4412,1436924940656,0,1436924936244,4403,2,0,79983,104,1957,0,0,97,1,Disk,159374925,1180555,null,null,null,null,null,null,
3044,8,1,9.12.247.201,ResultTask,331,1436924968667,0,1436924968336,322,2,0,null,0,1825,0,0,null,null,Memory,108606240,1180555,null,null,null,null,null,null,
3244,8,3,9.12.247.192,ResultTask,449,1436924970799,0,1436924970350,440,2,0,null,0,1825,0,0,null,null,Memory,108606240,1180555,null,null,null,null,null,null,
3444,8,2,9.12.247.200,ResultTask,4570,1436924995998,0,1436924991428,4562,2,0,null,102,1825,0,0,null,null,Disk,159374925,1180555,null,null,null,null,null,null,
3644,8,2,9.12.247.200,ResultTask,4712,1436925024757,0,1436925020045,4700,1,0,null,127,1825,0,0,null,null,Disk,159374925,1180555,null,null,null,null,null,null,
