Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,305463,305616,153,0.050062828
1,1237081,1237364,283,0.0228712
2,2280117,2280238,121,0.0053064637
3,1521067,1521175,108,0.0070997747
4,1125684,1125808,124,0.011014312
5,692973,693088,115,0.01659241
