Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438291801057,1438291815506,14449,True,
1,count at DataValidators.scala:38,,1600,1438291815955,1438292731049,915094,True,
2,count at GradientDescent.scala:161,,1600,1438292731173,1438292807754,76581,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1438292808995,1438292895597,86602,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1438292895615,1438292896689,1074,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1438292896842,1438292983573,86731,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1438292983579,1438292984157,578,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1438292984247,1438293065561,81314,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1438293065567,1438293066040,473,True,
9,mean at LogisticRegressionApp.java:93,,1600,1438293066131,1438293160377,94246,True,
