Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,266934,267119,185,0.06925753
1,1113191,1113485,294,0.02640359
2,2531533,2531656,123,0.00485848
3,1497392,1497521,129,0.0086142365
4,1295026,1295160,134,0.010346212
5,617175,617347,172,0.027861156
