Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,15109,15219,110,0.7227807
1,932729,933092,363,0.038902916
2,210695,210900,205,0.097202465
3,239879,239993,114,0.047501385
4,210525,210591,66,0.031340368
5,204116,204166,50,0.024489876
