Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1438348696361,1438348711298,14937,0,0,0,
1,1438348711384,1438350196511,1485127,1,1,1,
2,1438350196531,1438350344109,147578,2,2,2,
3,1438350345517,1438350504736,159219,3 4,4,3,
4,1438350504762,1438350675538,170776,5 6,6,5,
5,1438350675560,1438350830593,155033,7 8,8,7,
6,1438350830654,1438350992769,162115,9,9,9,
