Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438299965601,1438299979901,14300,True,
1,count at DataValidators.scala:38,,1600,1438299980375,1438301014883,1034508,True,
2,count at GradientDescent.scala:161,,1600,1438301015001,1438301108112,93111,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1438301109499,1438301205495,95996,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1438301205512,1438301206875,1363,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1438301207018,1438301306465,99447,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1438301306475,1438301309026,2551,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1438301309103,1438301408031,98928,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1438301408037,1438301408589,552,True,
9,mean at LogisticRegressionApp.java:93,,1600,1438301408694,1438301507811,99117,True,
