Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440529004782,1440529011849,7067,True,
1,count at DataValidators.scala:38,,800,1440529012121,1440529625768,613647,True,
2,count at GradientDescent.scala:161,,800,1440529625858,1440529644578,18720,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440529646809,1440529667603,20794,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440529667621,1440529668257,636,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440529668364,1440529687270,18906,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440529687277,1440529687566,289,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440529687631,1440529705634,18003,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440529705640,1440529705837,197,True,
9,mean at LogisticRegressionApp.java:93,,800,1440529705893,1440529727474,21581,True,
