Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438268465066,1438268474964,9898,True,
1,count at DataValidators.scala:38,,800,1438268475259,1438268818632,343373,True,
2,count at GradientDescent.scala:161,,800,1438268818724,1438268822075,3351,True,
3,treeAggregate at GradientDescent.scala:189,,800,1438268823318,1438268829272,5954,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1438268829286,1438268830466,1180,True,
5,treeAggregate at GradientDescent.scala:189,,800,1438268830569,1438268834500,3931,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1438268834506,1438268834665,159,True,
7,treeAggregate at GradientDescent.scala:189,,800,1438268834726,1438268838233,3507,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1438268838240,1438268838355,115,True,
9,mean at LogisticRegressionApp.java:93,,800,1438268838522,1438268845074,6552,True,
