Stage ID,Real Duration,Estimated Duration,Error,Error Percentage,Size,Error/AppDuration
48,16221,35342,19121,1.178780593058381,2.2809087680652738,0.016804352029247887
240,15292,100057,84765,5.543094428459325,2.2809087680652738,0.07449510484593887
178,6008,2827,3181,0.5294607190412783,2.2809087680652738,0.00279559875555868
179,7351,10183,2832,0.38525370697864236,2.2809087680652738,0.0024888826393405163
180,16126,30992,14866,0.9218653106784075,2.2809087680652738,0.01306487617105795
126,5937,10366,4429,0.7459996631295267,2.2809087680652738,0.0038923944949290773
63,6566,10132,3566,0.5431008224185196,2.2809087680652738,0.0031339532104125286
127,7878,7503,375,0.047600913937547604,2.2809087680652738,3.295660274550472E-4
0,23485,26055,2570,0.10943155205450288,4.838452653028071,0.002740833405320203
64,11994,12493,499,0.04160413540103385,4.838452653028071,5.321695989318215E-4
128,39671,48855,9184,0.23150412139850268,4.838452653028071,0.00979448015348667
65,50576,51456,880,0.017399557102182852,4.838452653028071,9.384954850901862E-4
