Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440710120031,1440710133752,13721,True,
1,count at DataValidators.scala:38,,1600,1440710134201,1440711671147,1536946,True,
2,count at GradientDescent.scala:161,,1600,1440711671274,1440711813506,142232,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1440711814699,1440711983607,168908,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1440711983622,1440711984867,1245,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1440711985019,1440712133524,148505,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1440712133530,1440712134109,579,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1440712134187,1440712289629,155442,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1440712289635,1440712290201,566,True,
9,mean at LogisticRegressionApp.java:93,,1600,1440712290293,1440712428018,137725,True,
