Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438286059224,1438286073144,13920,True,
1,count at DataValidators.scala:38,,1600,1438286073614,1438286896935,823321,True,
2,count at GradientDescent.scala:161,,1600,1438286897055,1438286961258,64203,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1438286962567,1438287027298,64731,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1438287027313,1438287028491,1178,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1438287028625,1438287094406,65781,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1438287094412,1438287094907,495,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1438287094984,1438287156006,61022,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1438287156012,1438287156441,429,True,
9,mean at LogisticRegressionApp.java:93,,1600,1438287156536,1438287221960,65424,True,
