Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1438319769796,1438319785200,15404,0,0,0,
1,1438319785270,1438321067026,1281756,1,1,1,
2,1438321067046,1438321192315,125269,2,2,2,
3,1438321193308,1438321312937,119629,3 4,4,3,
4,1438321312963,1438321437226,124263,5 6,6,5,
5,1438321437251,1438321556016,118765,7 8,8,7,
6,1438321556081,1438321679319,123238,9,9,9,
