Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438306818843,1438306835325,16482,True,
1,count at DataValidators.scala:38,,1600,1438306835786,1438307971241,1135455,True,
2,count at GradientDescent.scala:161,,1600,1438307971400,1438308102659,131259,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1438308104148,1438308231199,127051,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1438308231215,1438308232463,1248,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1438308232606,1438308356345,123739,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1438308356351,1438308357072,721,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1438308357153,1438308481004,123851,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1438308481009,1438308481830,821,True,
9,mean at LogisticRegressionApp.java:93,,1600,1438308481937,1438308605339,123402,True,
