Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438325303021,1438325317918,14897,True,
1,count at DataValidators.scala:38,,2400,1438325318542,1438326675977,1357435,True,
2,count at GradientDescent.scala:161,,2400,1438326676130,1438326822128,145998,True,
3,treeAggregate at GradientDescent.scala:189,,2400,1438326823379,1438326977494,154115,True,
4,treeAggregate at GradientDescent.scala:189,3,48,1438326977512,1438326978804,1292,True,
5,treeAggregate at GradientDescent.scala:189,,2400,1438326978976,1438327129255,150279,True,
6,treeAggregate at GradientDescent.scala:189,5,48,1438327129264,1438327129917,653,True,
7,treeAggregate at GradientDescent.scala:189,,2400,1438327130033,1438327280524,150491,True,
8,treeAggregate at GradientDescent.scala:189,7,48,1438327280530,1438327281221,691,True,
9,mean at LogisticRegressionApp.java:93,,2400,1438327281355,1438327453495,172140,True,
