Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1438325302899,1438325317924,15025,0,0,0,
1,1438325318003,1438326675977,1357974,1,1,1,
2,1438326675998,1438326822129,146131,2,2,2,
3,1438326823167,1438326978804,155637,3 4,4,3,
4,1438326978831,1438327129918,151087,5 6,6,5,
5,1438327129940,1438327281221,151281,7 8,8,7,
6,1438327281278,1438327453495,172217,9,9,9,
