Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438289695504,1438289709014,13510,True,
1,count at DataValidators.scala:38,,1600,1438289709743,1438290588462,878719,True,
2,count at GradientDescent.scala:161,,1600,1438290588576,1438290681031,92455,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1438290682255,1438290887035,204780,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1438290887049,1438290894455,7406,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1438290894591,1438290988851,94260,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1438290988857,1438290989480,623,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1438290989567,1438291086145,96578,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1438291086153,1438291086843,690,True,
9,mean at LogisticRegressionApp.java:93,,1600,1438291086951,1438291195497,108546,True,
