Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440166112672,1440166119790,7118,True,
1,count at DataValidators.scala:38,,800,1440166120085,1440166447317,327232,True,
2,count at GradientDescent.scala:161,,800,1440166447400,1440166453321,5921,True,
3,treeAggregate at GradientDescent.scala:189,,800,1440166454325,1440166461588,7263,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1440166461604,1440166462203,599,True,
5,treeAggregate at GradientDescent.scala:189,,800,1440166462302,1440166468068,5766,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1440166468075,1440166468283,208,True,
7,treeAggregate at GradientDescent.scala:189,,800,1440166468345,1440166473814,5469,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1440166473820,1440166473980,160,True,
9,mean at LogisticRegressionApp.java:93,,800,1440166474035,1440166481714,7679,True,
