Stage ID,Real Duration,Estimated Duration,Error,Error Percentage,Size,Error/AppDuration
0,7457,8562,1105,0.14818291538152073,28.740164923481643,0.006709820018945374
1,136683,143616,6933,0.05072320625096025,28.740164923481643,0.04209880741298487
2,3475,10789,7314,2.104748201438849,28.740164923481643,0.04441232906657599
3,366,2407,2041,5.576502732240437,28.740164923481643,0.012393432270287339
4,2444,8682,6238,2.5523731587561374,28.740164923481643,0.037878603871657236
5,157,190,33,0.21019108280254778,28.740164923481643,2.0038376527167182E-4
6,2000,1405,595,0.2975,28.740164923481643,0.0036129800102013554
7,124,153,29,0.23387096774193547,28.740164923481643,1.7609482402662069E-4
8,3638,980,2658,0.7306212204507971,28.740164923481643,0.016140001457336475
0,7968,9205,1237,0.15524598393574296,33.53023000713438,0.005655529342916186
1,171503,170020,1483,0.008647079059841519,33.53023000713438,0.006780234450723286
2,9709,16342,6633,0.6831805541250386,33.53023000713438,0.030325890162945082
3,403,2330,1927,4.781637717121588,33.53023000713438,0.008810190011155612
4,6461,14253,7792,1.2060052623432904,33.53023000713438,0.035624805691190725
5,150,218,68,0.4533333333333333,33.53023000713438,3.108940948409868E-4
6,5688,7799,2111,0.3711322081575246,33.53023000713438,0.009651432856019458
7,120,120,0,0.0,33.53023000713438,0.0
8,7356,8461,1105,0.15021750951604132,33.53023000713438,0.005052029041166035
0,11533,9849,1684,0.1460157808029134,38.32025950308889,0.005622779603066485
1,205887,196424,9463,0.045962105426763225,38.32025950308889,0.031596415311055906
2,22592,21895,697,0.030851628895184138,38.32025950308889,0.0023272431017442637
3,737,2253,1516,2.056987788331072,38.32025950308889,0.005061837219862702
4,18934,19824,890,0.04700538713425584,38.32025950308889,0.0029716590538771803
5,220,246,26,0.11818181818181818,38.32025950308889,8.681251168629965E-5
6,17343,14193,3150,0.1816294758692268,38.32025950308889,0.010517669685070919
7,127,112,15,0.11811023622047244,38.32025950308889,5.008414135748057E-5
8,14003,15943,1940,0.1385417410554881,38.32025950308889,0.00647754894890082
0,13202,10492,2710,0.20527192849568246,43.11029945407063,0.006538723235871773
1,219526,222828,3302,0.015041498501316473,43.11029945407063,0.007967108533154464
2,56086,27449,28637,0.5105908782940485,43.11029945407063,0.06909572594304796
3,11245,2176,9069,0.8064917741218319,43.11029945407063,0.021881801116649856
4,49752,25395,24357,0.4895682585624698,43.11029945407063,0.05876888629377446
5,265,274,9,0.033962264150943396,43.11029945407063,2.1715317019500354E-5
6,22780,20588,2192,0.09622475856014047,43.11029945407063,0.00528888610074942
7,204,131,73,0.35784313725490197,43.11029945407063,1.7613534915816953E-4
8,33068,23424,9644,0.29164146606991653,43.11029945407063,0.023269168592895715
0,9667,11135,1468,0.15185683252301646,47.900273703970015,0.0038578685539037267
1,250394,249232,1162,0.004640686278425202,47.900273703970015,0.003053707942531424
2,24269,33002,8733,0.359841773455849,47.900273703970015,0.02295011313436052
3,1472,2099,627,0.42595108695652173,47.900273703970015,0.0016477408605569733
4,32641,30966,1675,0.0513158297846267,47.900273703970015,0.004401859555714402
5,644,303,341,0.5295031055900621,47.900273703970015,8.961397662678275E-4
6,27619,26982,637,0.02306383286867736,47.900273703970015,0.0016740206190985517
7,196,177,19,0.09693877551020408,47.900273703970015,4.9931541228999186E-5
8,25153,30906,5753,0.22872023217906412,47.900273703970015,0.015118745088970122
0,11891,11779,112,0.009418888234799428,52.6902616051957,2.650034545093177E-4
1,274515,275635,1120,0.00407992277289037,52.6902616051957,0.002650034545093177
2,38114,38555,441,0.011570551503384582,52.6902616051957,0.0010434511021304386
3,1722,2022,300,0.17421602787456447,52.6902616051957,7.098306817213868E-4
4,30094,36537,6443,0.2140958330564232,52.6902616051957,0.015244796941102982
5,238,331,93,0.3907563025210084,52.6902616051957,2.2004751133362989E-4
6,27470,33376,5906,0.2149981798325446,52.6902616051957,0.0139742000208217
7,224,249,25,0.11160714285714286,52.6902616051957,5.915255681011556E-5
8,30172,38387,8215,0.27227230544876047,52.6902616051957,0.019437530167803974
0,12215,12422,207,0.016946377404830126,57.480357999913394,4.0981334684859474E-4
1,300223,302040,1817,0.006052167888536188,57.480357999913394,0.0035972504890043316
2,42415,44109,1694,0.039938700931274315,57.480357999913394,0.003353738210442123
3,814,1945,1131,1.3894348894348894,57.480357999913394,0.0022391250979988436
4,44539,42108,2431,0.05458137811805384,57.480357999913394,0.004812832107192917
5,397,359,38,0.09571788413098237,57.480357999913394,7.523143565336522E-5
6,40709,39770,939,0.023066152447861654,57.480357999913394,0.0018590083704871038
7,292,347,55,0.18835616438356165,57.480357999913394,1.0888760423513387E-4
8,55110,45869,9241,0.16768281618581019,57.480357999913394,0.018295097286124946
0,13223,13065,158,0.011948876956817666,62.27034529671073,2.9430501175357356E-4
1,334708,328443,6265,0.018717807760794482,62.27034529671073,0.011669752523013534
2,46261,49662,3401,0.07351764985625041,62.27034529671073,0.0063350085124930615
3,856,1868,1012,1.1822429906542056,62.27034529671073,0.0018850422271811168
4,43363,47679,4316,0.09953185895809792,62.27034529671073,0.008039369814736857
5,287,387,100,0.34843205574912894,62.27034529671073,1.8626899478074276E-4
6,44283,46165,1882,0.04249937899419642,62.27034529671073,0.003505582481773579
7,299,472,173,0.5785953177257525,62.27034529671073,3.22245360970685E-4
8,44995,53350,8355,0.1856872985887321,62.27034529671073,0.015562774513931059
0,12723,13709,986,0.07749744557101312,67.06044321041554,0.0016937011837013039
1,350569,354848,4279,0.012205871026816403,67.06044321041554,0.007350250877340649
2,54742,55216,474,0.008658799459281722,67.06044321041554,8.142133479456573E-4
3,1557,1791,234,0.15028901734104047,67.06044321041554,4.019534249351979E-4
4,50584,53250,2666,0.05270441246243872,67.06044321041554,0.0045795206447745195
5,266,415,149,0.5601503759398496,67.06044321041554,2.5594470220232686E-4
6,50291,52559,2268,0.04509753236165517,67.06044321041554,0.0038958562724488413
7,883,623,260,0.2944507361268403,67.06044321041554,4.4661491659466433E-4
8,52104,60832,8728,0.16751113158298786,67.06044321041554,0.014992519200147039
0,14696,14352,344,0.023407729994556342,71.85040968284011,5.137487529645095E-4
1,380335,381251,916,0.002408403118303601,71.85040968284011,0.0013680054003357288
2,60130,60769,639,0.010626974887743224,71.85040968284011,9.543181777451209E-4
3,1440,1714,274,0.19027777777777777,71.85040968284011,4.092068555589407E-4
4,58709,58821,112,0.0019077143197806128,71.85040968284011,1.6726703584891007E-4
5,547,443,104,0.19012797074954296,71.85040968284011,1.553193904311308E-4
6,63611,58953,4658,0.07322632877961359,71.85040968284011,0.006956516544501992
7,722,801,79,0.10941828254847645,71.85040968284011,1.179829985005705E-4
8,80871,68313,12558,0.15528434172942093,71.85040968284011,0.018754816394559042
0,14059,14995,936,0.0665765701685753,76.64049359224737,0.0011653328419679184
1,440546,407656,32890,0.07465735700698678,76.64049359224737,0.0409485012524838
2,144985,66322,78663,0.5425595751284615,76.64049359224737,0.09793651426038714
3,4928,1637,3291,0.6678165584415584,76.64049359224737,0.004097340152688483
4,66580,64392,2188,0.0328627215379994,76.64049359224737,0.0027240900194720145
5,306,472,166,0.5424836601307189,76.64049359224737,2.0667227752849837E-4
6,60176,65348,5172,0.0859478862004786,76.64049359224737,0.00643921096010478
7,245,1005,760,3.1020408163265305,76.64049359224737,9.462104272389082E-4
8,62294,75795,13501,0.2167303432112242,76.64049359224737,0.016808930234411185
0,12559,15639,3080,0.24524245560952304,81.43043289892375,0.004059875251105921
1,432191,434059,1868,0.004322163117695649,81.43043289892375,0.002462287976969435
2,71949,71876,73,0.0010146075692504413,81.43043289892375,9.622431601647149E-5
3,1817,1560,257,0.1414419372592185,81.43043289892375,3.3876231803059144E-4
4,83608,69963,13645,0.16320208592479188,81.43043289892375,0.017986038247188404
5,336,500,164,0.4880952380952381,81.43043289892375,2.1617517570823733E-4
6,72431,71742,689,0.009512501553202359,81.43043289892375,9.081993662376556E-4
7,219,1236,1017,4.6438356164383565,81.43043289892375,0.0013405497176541303
8,74986,83276,8290,0.1105539700744139,81.43043289892375,0.010927391503788337
0,14760,16282,1522,0.10311653116531165,86.22053877916187,0.0018405583107496102
1,471185,460463,10722,0.02275539331685007,86.22053877916187,0.012966140741036348
2,96771,77429,19342,0.19987392917299604,86.22053877916187,0.02339032775723979
3,726,1483,757,1.0426997245179064,86.22053877916187,9.154419456225065E-4
4,82136,75534,6602,0.08037888380247395,86.22053877916187,0.007983814696168809
5,275,528,253,0.92,86.22053877916187,3.059535168328853E-4
6,71743,78136,6393,0.08910973892923352,86.22053877916187,0.007731070486611208
7,287,1493,1206,4.2020905923344944,86.22053877916187,0.0014584187403180223
8,80770,90757,9987,0.12364739383434444,86.22053877916187,0.012077303449051483
0,20668,16925,3743,0.18110121927617573,91.01053673308343,0.003944405277894575
1,531810,486867,44943,0.08450950527444012,91.01053673308343,0.04736131616468498
2,119437,82982,36455,0.30522367440575365,91.01053673308343,0.038416589475192824
3,1780,1406,374,0.2101123595505618,91.01053673308343,3.9412438523445657E-4
4,99262,81105,18157,0.1829199492252826,91.01053673308343,0.019134001237171197
5,467,556,89,0.1905781584582441,91.01053673308343,9.378895798360063E-5
6,82170,84530,2360,0.028720944383594987,91.01053673308343,0.002486988099340421
7,456,1776,1320,2.8947368421052633,91.01053673308343,0.0013910272420039644
8,84150,98239,14089,0.16742721330956625,91.01053673308343,0.01484710819135898
0,16518,17569,1051,0.06362755781571619,95.80052619148046,0.0010729997131180597
1,520299,513271,7028,0.013507617735186883,95.80052619148046,0.007175111307130088
2,129369,88536,40833,0.3156320293115043,95.80052619148046,0.041687723392720956
3,782,1329,547,0.6994884910485933,95.80052619148046,5.584498982641091E-4
4,97264,86676,10588,0.10885836486264189,95.80052619148046,0.010809629840622278
5,311,584,273,0.8778135048231511,95.80052619148046,2.7871448304588986E-4
6,91646,90925,721,0.007867228247823146,95.80052619148046,7.360920962494015E-4
7,1004,2086,1082,1.0776892430278884,95.80052619148046,0.001104648610460267
8,113788,105720,8068,0.07090378598797764,95.80052619148046,0.008236880766352525
0,15808,18212,2404,0.1520748987854251,100.59219423029572,0.0024268120331112455
1,519792,539684,19892,0.038269153815372305,100.59219423029572,0.020080759135877247
2,132699,94091,38608,0.29094416687390257,100.59219423029572,0.038974358974358976
3,1175,1252,77,0.06553191489361702,100.59219423029572,7.773066828184939E-5
4,105231,92248,12983,0.12337619142648079,100.59219423029572,0.013106198263678578
5,862,612,250,0.2900232018561485,100.59219423029572,2.523722996163941E-4
6,104157,97321,6836,0.06563169062088962,100.59219423029572,0.00690086816071068
7,1130,2422,1292,1.143362831858407,100.59219423029572,0.0013042600444175248
8,100752,113204,12452,0.1235905986977926,100.59219423029572,0.012570159499293358
0,14152,18856,4704,0.3323911814584511,105.38289699982852,0.004686248490717164
1,555788,566092,10304,0.018539443097008213,105.38289699982852,0.01026511574157093
2,110017,99645,10372,0.09427633911122826,105.38289699982852,0.010332859129617011
3,1111,1175,64,0.0576057605760576,105.38289699982852,6.375848286690019E-5
4,101940,97820,4120,0.04041593093976849,105.38289699982852,0.004104452334556699
5,487,640,153,0.3141683778234086,105.38289699982852,1.5242262310368325E-4
6,95314,103716,8402,0.08815074385714586,105.38289699982852,0.00837029332887024
7,438,2785,2347,5.358447488584475,105.38289699982852,0.0023381431138846053
8,115616,120687,5071,0.0438607113202325,105.38289699982852,0.005051863540907044
0,14794,19499,4705,0.3180343382452345,110.17364143114537,0.0042529535655207945
1,598474,592499,5975,0.009983725274615104,110.17364143114537,0.005400934655470085
2,127632,105199,22433,0.17576313150307132,110.17364143114537,0.020277684874671197
3,1887,1098,789,0.41812400635930047,110.17364143114537,7.131945511574723E-4
4,120149,103392,16757,0.13946849328750135,110.17364143114537,0.015147022932504136
5,617,669,52,0.08427876823338736,110.17364143114537,4.700395013965597E-5
6,110682,110112,570,0.0051498888708191035,110.17364143114537,5.15235607300075E-4
7,732,3174,2442,3.3360655737704916,110.17364143114537,0.00220737781232769
8,121974,128169,6195,0.05078951251906144,110.17364143114537,0.005599797521445553
0,15353,20142,4789,0.3119260079463297,114.96432723104954,0.004284507778139617
1,590664,618907,28243,0.047815678626088605,114.96432723104954,0.02526777055293322
2,125081,110753,14328,0.11454977174790736,114.96432723104954,0.012818631748837841
3,1701,1021,680,0.39976484420928865,114.96432723104954,6.08366107566285E-4
4,114337,108964,5373,0.046992662042908244,114.96432723104954,0.004806986905814191
5,599,697,98,0.1636060100166945,114.96432723104954,8.767629197278814E-5
6,130715,116507,14208,0.10869448800826224,114.96432723104954,0.012711273023973204
7,788,3589,2801,3.5545685279187818,114.96432723104954,0.0025059315695487713
8,129893,135652,5759,0.044336492343698276,114.96432723104954,0.005152324137462111
0,14898,20786,5888,0.3952208350114109,119.75514771044254,0.005252289179196011
1,608351,645315,36964,0.06076097516072136,119.75514771044254,0.032973100750645606
2,115627,116308,681,0.00588962785508575,119.75514771044254,6.074743429063321E-4
3,1282,944,338,0.26365054602184085,119.75514771044254,3.015070894307493E-4
4,118685,114535,4150,0.034966507983317185,119.75514771044254,0.0037019361572118623
5,535,725,190,0.35514018691588783,119.75514771044254,1.6948623370367563E-4
6,114446,122902,8456,0.07388637435996015,119.75514771044254,0.007543029432622532
7,1724,4031,2307,1.338167053364269,119.75514771044254,0.002057919690286209
8,136749,143134,6385,0.046691383483608656,119.75514771044254,0.005695629485252467
0,15451,21429,5978,0.3869005242379134,124.5458171274513,0.004817195567019697
1,641095,671723,30628,0.047774510797931664,124.5458171274513,0.02468067344039466
2,149362,121862,27500,0.1841164419330218,124.5458171274513,0.022160066593014664
3,1338,867,471,0.35201793721973096,124.5458171274513,3.795415041930875E-4
