Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1440185251097,1440185266203,15106,0,0,0,
1,1440185266265,1440186565232,1298967,1,1,1,
2,1440186565248,1440186654355,89107,2,2,2,
3,1440186655360,1440186743750,88390,3 4,4,3,
4,1440186743778,1440186837752,93974,5 6,6,5,
5,1440186837782,1440186936658,98876,7 8,8,7,
6,1440186936715,1440187027599,90884,9,9,9,
