Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,144230,144384,154,0.10666002
1,422743,423012,269,0.06359158
2,1209453,1209569,116,0.009590193
3,664106,664211,105,0.01580823
4,558628,558787,159,0.028454492
5,231052,231146,94,0.040666938
