Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1437612286322,1437612302031,15709,0,0,0,
1,1437612302091,1437612975695,673604,1,1,1,
2,1437612976722,1437613132669,155947,2 3,3,2,
3,1437613132702,1437613276400,143698,5 4,5,4,
4,1437613276429,1437613418637,142208,6 7,7,6,
5,1437613418687,1437613586213,167526,8,8,8,
