Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1438334267620,1438334282655,15035,0,0,0,
1,1438334282716,1438335720315,1437599,1,1,1,
2,1438335720334,1438335873089,152755,2,2,2,
3,1438335874102,1438336034494,160392,3 4,4,3,
4,1438336034520,1438336206766,172246,5 6,6,5,
5,1438336206790,1438336366977,160187,7 8,8,7,
6,1438336367022,1438336527041,160019,9,9,9,
