Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1440173682902,1440173693483,10581,0,0,0,
1,1440173693561,1440174477337,783776,1,1,1,
2,1440174477352,1440174525639,48287,2,2,2,
3,1440174526643,1440174579771,53128,3 4,4,3,
4,1440174579798,1440174630227,50429,5 6,6,5,
5,1440174630252,1440174680674,50422,7 8,8,7,
6,1440174680701,1440174734967,54266,9,9,9,
