Job ID,Estimated Duration,Actual Duration,Error,Error Percentage
0,243794,243945,151,0.061899196
1,746661,746937,276,0.03695091
2,1879900,1880018,118,0.006276536
3,1066606,1066710,104,0.009749604
4,877319,877433,114,0.012992444
5,397771,397872,101,0.025385048
