Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1438266311338,1438266319187,7849,True,
1,count at DataValidators.scala:38,,800,1438266319495,1438266537866,218371,True,
2,count at GradientDescent.scala:161,,800,1438266537945,1438266538895,950,True,
3,treeAggregate at GradientDescent.scala:189,,800,1438266540003,1438266542248,2245,True,
4,treeAggregate at GradientDescent.scala:189,3,27,1438266542262,1438266542646,384,True,
5,treeAggregate at GradientDescent.scala:189,,800,1438266542746,1438266544259,1513,True,
6,treeAggregate at GradientDescent.scala:189,5,27,1438266544265,1438266544418,153,True,
7,treeAggregate at GradientDescent.scala:189,,800,1438266544479,1438266545965,1486,True,
8,treeAggregate at GradientDescent.scala:189,7,27,1438266545971,1438266546107,136,True,
9,mean at LogisticRegressionApp.java:93,,800,1438266546159,1438266549438,3279,True,
