Job ID,Submission Time,Completion Time,Duration,Stage IDs,maxStageID,minStageID,
0,1440570477047,1440570490361,13314,0,0,0,
1,1440570490418,1440574098940,3608522,1,1,1,
2,1440574098958,1440574333257,234299,2,2,2,
3,1440574334423,1440574589190,254767,3 4,4,3,
4,1440574589221,1440574835626,246405,5 6,6,5,
5,1440574835651,1440575088393,252742,7 8,8,7,
6,1440575088436,1440575346579,258143,9,9,9,
