Stage ID,Stage Name,Parent IDs,Number of Tasks,Submission Time,Completion Time,Duration,Executed,
0,first at GeneralizedLinearAlgorithm.scala:182,,1,1440570477159,1440570490355,13196,True,
1,count at DataValidators.scala:38,,1600,1440570490801,1440574098940,3608139,True,
2,count at GradientDescent.scala:161,,1600,1440574099061,1440574333257,234196,True,
3,treeAggregate at GradientDescent.scala:189,,1600,1440574334588,1440574587757,253169,True,
4,treeAggregate at GradientDescent.scala:189,3,40,1440574587773,1440574589190,1417,True,
5,treeAggregate at GradientDescent.scala:189,,1600,1440574589331,1440574834841,245510,True,
6,treeAggregate at GradientDescent.scala:189,5,40,1440574834847,1440574835625,778,True,
7,treeAggregate at GradientDescent.scala:189,,1600,1440574835713,1440575087647,251934,True,
8,treeAggregate at GradientDescent.scala:189,7,40,1440575087655,1440575088393,738,True,
9,mean at LogisticRegressionApp.java:93,,1600,1440575088491,1440575346579,258088,True,
